mention_id_1,mention_id_2,mention_id_3,mention_id_4,mention_id_5,s1,s2,s3,s4,s5,m1,m2,m3,m4,m5
26579,6510,21592,4198,1564,去年年底，他又婉拒了<mark>《星球大战7》</mark>的拍摄工作，全力投入《未来乐园》的筹拍中,据了解，2000年，中国银行、<mark>工商银行</mark>、招商银行等推出了手机银行，就此揭开了国内手机银行发展的序幕,<mark>他</mark>把自己在任期间厂里为国家创造的财富，过多地看成是自己的功劳，觉得不能白干一场,给力<mark>木古屋</mark>新款书包中学生双肩包背包女式韩版潮帆布电脑包旅行包W325http://t.cn/8sScPRP,我说<mark>咱俩</mark>在一起，是我教你呢，还是你教我,《星球大战7》,工商银行,他,木古屋,咱俩
28124,344,16232,24484,13798,"（新华社记者<mark>王新庆</mark>摄） 
","①哈雷彗星②<mark>海尔—波普彗星</mark>③百武彗星 
",总裁办公室于是向<mark>东京</mark>方面追查,幼儿花大量时间自己玩手机、<mark>ipad</mark>等会导致他们的性格孤僻，思维缓慢，视力减退,本次非公开发行股票的申请于2012年6月18日经<mark>中国证监会发行审核委员会</mark>审核通过,王新庆,海尔—波普彗星,东京,ipad,中国证监会发行审核委员会
11330,39310,31464,33950,1167,近日，<mark>河北省安平县</mark>举行了“关爱女孩金秋助学金”发放仪式，来自全县计生家庭的97名女学生，每人领到了1000元至2000元不等的助学金，共计12万元的助学金，圆了这些贫困孩子的求学梦,销售员杜宝平到了预产期，可有几笔生意还没最后敲定，<mark>她</mark>就是不肯去产院,出征仪式上，面对温州志愿者队旗，他们统一身着八残会志愿者服装，热情激扬，庄重宣誓：“尽己所能、不计报酬、帮助他人、服务赛会，践行志愿精神，传播先进文化，展现<mark>温州</mark>志愿者风采，全力以赴、不辱使命，同心同行，共享共赢，为构建和谐社会贡献力量,这样，工人一来可通过不断提高能力不断晋升，满足<mark>自我</mark>成就感;二来工厂生产新产品时，工人不会因为技术欠缺而“下岗”,我更新# Flymebo1.1.1#，1.完美适配魅族M9、<mark>MX</mark>和MX2，MX2Smartbar可以选择显示或隐藏,河北省安平县,她,温州,自我,MX
3371,30748,28260,21872,17684,灵车队共由九十九辆车组成，由<mark>宪兵队</mark>开道车引领，包括“国旗”车、党旗车、统帅旗车、奉行蒋介石遗嘱令车、捧勋车、遗像车等,<mark>你们</mark>要认识到自己责任的重大，为振兴中华，作出不懈的努力,其中， 银联在线普通账号最高5000元，支付宝最高2万元，<mark>拉卡拉手机刷卡器</mark>最高5万元,其次，<mark>它</mark>并不符合于当代资本主义社会的发展变化,”<mark>LG</mark>手机在工业设计及产品本身以及渠道方面都与三星存在着一定的差距，从软件到硬件，产品的细节化始终没有三星完善，超越之路任重道远,宪兵队,你们,拉卡拉手机刷卡器,它,LG
7819,23409,10989,19640,36651,但最大的遗产恐怕要属<mark>伦敦东区</mark>的巨变，奥运让这个曾经贫穷落后的地区实现了华丽转身……,"后来又提出：“军援问题要研究，不做军火商看来不行，军工产品要出口”，“要给各部更多的自主权，包括进出口公司，提倡权力下放，不仅<mark>三机部</mark>如此，各部都应该如此”，并为航空工业的一些飞机出口项目亲自作了批示。 
",由中央电视台摄制的这部专题片，介绍了中唱总公司新近出版的张俊以与孟庆云合作的两张<mark>CD</mark>专辑中收进的三十二首新歌;以及张俊以由广西民族出版社出版的新书《吹泡泡》、《眼睛渴望眼睛的重逢》,"果然，路经之<mark>日本</mark>人一个个驻足提腕。 
",类似格雷格·科恩(<mark>Greg Cohen</mark>)的员工反映了雅虎正面临的问题,伦敦东区,三机部,CD,日本,Greg Cohen
19062,12574,30337,24693,3831,在中国消费者的心目中，真正能体现出豪华品牌定位的，恐怕就要轮到C级车了，诸如3系、<mark>C级</mark>这样的似乎还不够给力，今天我们就为大家带来四款豪华品牌的C级入门车款，看看它们有哪些可取之处,虽然<mark>徐建三</mark>是嘉义空军基地的主官，但仍须按规定惩处，进行飞行列管辅导，在此时间内，只能操作一些指定科目，等到列管结束，才能恢复飞行资格,14日晚21时10分许，河北永年县城居民<mark>刘娜娜</mark>骑行电动车带着9岁儿子刘益晨沿新路自南向北行驶，当走到接近政府街路口时，一辆黑色帕萨特轿车从身后猛然撞击过来，当场将刘娜娜母子撞飞出去，“现场发生的时间很快，一瞬间的事，就看到那个女的和孩子飞出去了,<mark>@Ryan不软</mark>：熊孩子归根到底是教养问题，家长应该通过言传身教来引导孩子，从一点一滴做起，怎么可以投机取巧,当然，学生也可以考虑在汉密尔顿的确直接参加雅思考试，只要<mark>雅思</mark>分数达到了，也一样可以进入主课学习,C级,徐建三,刘娜娜,@Ryan不软,雅思
22737,33749,9,40091,4710,在轿车市场份额开始逐渐被SUV抢占的同时，国内各大车企也都早已看出了苗头，纷纷迈出了开拓SUV车型市场的步伐， 比亚迪 今年5月推出了<mark>S6</mark>、 荣威(微博) W5也于8月正式上市， 华晨金杯 S30也尾随而至，而近期又已爆出北汽B40、吉利全球鹰GX7即将面世，由此中低端SUV市场的角逐也将变得分外激烈，不过俗语说的好：姜还是老的辣，在现如今的中低端SUV市场上，我们常见仍是那些经历多次改款的经典“常青树”车型,眼见情况不妙，李广立即指挥<mark>御景警务站</mark>副主任张涛和建安路派出所民警周建伟中途拦截,过去一个时期，<mark>我们</mark>曾把这个方针同对外开放对立起来，影响了我们对国际资源和国际市场的利用，不利于国家的发展,<mark>和讯</mark>网站对文中陈述、观点判断保持中立，不对所包含内容的准确性、可靠性或完整性提供任何明示或暗示的保证,(记者 <mark>赵汗青</mark> 雷强),S6,御景警务站,我们,和讯,赵汗青
23168,36948,17984,4899,350,新浪体育讯北京时间1月8日消息，前天津泰达前锋索杰加盟英甲<mark>斯坎索普队</mark>,看着穷困潦倒的女婿<mark>项黄河</mark>一筹莫展的样子，乔传琴给了项黄河 元本钱,?我正在收听这首单曲:陈天红-失眠情歌( Dj版)?http://t.cn/8s9fNBw(来自<mark>@QQ音乐</mark>),//@Irisv小轩:@白纯-小姐@阿彤彤木@林丢丢lx博主博主我在<mark>徐州</mark>，赶快抽到我，我要跟小伙伴一起,一系列关于<mark>苹果公司</mark>的利空在近期层出不穷,斯坎索普队,项黄河,@QQ音乐,徐州,苹果公司
2346,41488,24490,30262,26599,我小时候从来没有走过楼梯，记得小学四年级的时候有次去<mark>县城</mark>，路过人民旅社的时候，心想我从来没有上过楼梯，一定要在楼梯上走一走,解解声音好甜害羞不过说实话，视频上面解解和周觅牵手的时候，包括唱歌的时候，笑的不是很多啊，而且看<mark>解解</mark>的手应该能看出这手牵的好尴尬挖鼻屎挖鼻屎挖鼻屎,"谢子长同志是<mark>西北红军</mark>和西北革命根据地创始人之一。 
",5个多小时的演练结束后，编队指挥舰广州舰舰长<mark>李朝晖</mark>认为，编队第一时间发现目标，综合攻防反应迅速、处置得当,） 	 　　《FIFA12》游戏Demo试玩将于9月14日正式公布，届时该demo将会登陆PSN及XBL给玩家进行下载，PC版暂无试玩，但2个星期后(9月29日)正式版《FIFA12》将面向3DS， PC， PS2， PS3， <mark>PSP</mark>， Xbox 360及Wii全球发售,县城,解解,西北红军,李朝晖,PSP
37448,28964,38216,19896,25646,"<mark>中共中央政治局</mark>委员、上海市委书记黄菊，全国人大常委会副委员长、全国妇联主席陈慕华出席会议并讲话。 
",其中，大地保险、大众保险在两次测评均保持在前五名，而安邦保险、民安保险、<mark>中银保险</mark>、永安保险、安诚保险5家机构在两次测评中均超过半个小时到达现场,<mark>美的冰箱</mark>从产品、技术到品牌全面受到业内权威的肯定，将带领我国冰箱产业向着更节能、更保鲜、更人性化等方向发展,"我们相信，面临新的形势任务，这次大会即将选出的新一届<mark>致公党中央</mark>领导集体，一定能够在实现新老交替的基础上完成政治交接，把老一辈领导人同中国共产党亲密合作的优良传统继承下来并发扬光大，切实加强自身建设，不断提高致公党的整体素质，充分发挥参政党作用，团结和带领广大成员和所联系的归侨、侨眷，埋头苦干，扎实工作，在建设有中国特色社会主义伟大事业中创造出新的业绩。 
",冯玉祥的一些老部下陆续投蒋，在重庆如冯的高干之一熊斌还在军委会当过<mark>办公厅</mark>主任兼任新闻检查局局长,中共中央政治局,中银保险,美的冰箱,致公党中央,办公厅
14059,32967,20622,34383,11365,前中国游泳队总教练陈运鹏此次作为考察团成员来到珀斯观赛，他还如以往一样投入，胸前挂着那两块随<mark>他</mark>征战多年的秒表，手里捧着厚厚的笔记本，不停地掐表、记录,期待夏天因为又可以听到那句熟悉的 yes bigbang is back想想都兴奋[阴险][做鬼脸][亲亲][haha][haha][haha][haha][haha][haha][haha][haha]我在:<mark>http://t.cn/8s9toAn</mark>,"<mark>王兆国</mark>说，光彩事业是统一战线部门为党的中心工作服务的一项开创性工作，现已从起步阶段进入平稳发展阶段，工作方式应该及时从“考察推动”转向“项目推动”，尽快形成以项目推动为主的工作格局。 
",<mark>刘庆花</mark>说，等筹集到经费后，会尽快重建家园，在新建的客栈里，其他设施都可以省，唯独不能省的是一面“感恩墙”,"为未成年人健康成长倾注满腔热忱的老将军<mark>孙毅</mark>； 
",他,http://t.cn/8s9toAn,王兆国,刘庆花,孙毅
30992,13587,20132,25860,4130,全县共梳理揭摆违纪问题12大类，批评教育60多人，30多名中层干部就<mark>自身</mark>存在的不正之风作了书面检查，5名科级干部被免职,"<mark>国家文物局</mark>局长张文彬在会上介绍说，近年来，我国文物工作在“有效保护，合理利用，加强管理”等方面取得了丰硕成果。 
",中秋赏月险：上个月，淘宝推出一款“<mark>中秋赏月险</mark>”，保险以中秋当天天气预报为准，若被保险人看不到月亮，则可获赔，最高可赔188元,张庆伟表示，<mark>河北</mark>与央企深化合作面临着千载难逢的重大机遇,双重压力下，<mark>潘刚</mark>治下的伊利却逆势而行，销售额和利润同时超越去年同期水平,自身,国家文物局,中秋赏月险,河北,潘刚
29323,12582,1097,13494,6272,<mark>育碧</mark>的展前发布会已经确定于北京时间6月11日早上6点至7点之间举行，敬请期待,"１９７２年１０月１１日，中华人民共和国与<mark>德意志联邦共和国</mark>正式建交，是一个具有深远历史意义的事件。 
",面对人口急剧老化和劳动人口减少的双重挑战，<mark>梁振英</mark>表示，政府正在制定措施以吸引和促进更多女性就业,一九九七年底，广义货币M2(主要包括流通中现金、企业存款、储蓄)余额九万一千亿元，增长百分之十七点三;狭义货币M1(主要包括流通中现金、企业活期存款)余额三万四千八百亿元，增长百分之十六点五;现金流通量<mark>M0</mark>余额一万零一百二十亿元，增长百分之十五点六,郝利伟住院期间，在承德市工作的围场县老乡共捐赠善款12万多元，去掉<mark>郝利伟</mark>花费的近2万元，爱心善款还剩下10万多元,育碧,德意志联邦共和国,梁振英,M0,郝利伟
38228,14037,13730,24550,24374,据介绍，进入<mark>西太平洋</mark>训练区以来，编队各兵力群还进行了以反恐、反海盗为内容的维权针对性训练以及防空反导、舰载直升机昼间着舰、反潜和搜索救援等实战化科目训练,三大航日前公布的2013年1月经营数据显示，东航、国航和<mark>南航</mark>的客运周转量同比分别下滑1.9%、1.6%和1.1%，差于预期,中亚国家对此深感不满，<mark>它们</mark>普遍主张对原油和天然气出口线路实行多样化，包括绕开俄罗斯而开辟从里海通往欧洲的新路线,祖鲁目前正在<mark>马拉维</mark>边境附近的赞比亚Chadiza医院中接受治疗,如今<mark>任岩松</mark>老先生已经驾鹤西去，但是海外温州人对故土的情谊，还会继续,西太平洋,南航,它们,马拉维,任岩松
6005,23864,41255,36361,34673,1878年1月13日，粤系军阀<mark>陈炯明</mark>出生,"据悉，旅游行业十个文明服务示范星级饭店是：北京长城饭店、上海银星皇冠假日酒店、重庆人民宾馆、大连博览大酒店、南京金陵饭店、湖北银丰宾馆、湖南长城宾馆、广州天河大厦、深圳粤海酒店、<mark>甘肃敦煌宾馆</mark>； 
",国新办25日在新闻发布厅举行新闻发布会， 工信部 党组成员、总工程师<mark>朱宏任</mark>表示，正在研究加强预调、微调的一系列相关措施，把更大的注意力放在扩大内需方面,<mark>你</mark>要说他是『拍马屁』，似乎还有点冤枉他他说这也是不得已，为了工作的方便;何况风气就是如此嘛!于是乎，在有的地方，形成了拾级而上的拜年走向:科员给科长拜，科长给处长拜，处长给区长拜就这么拜将上去，可就把老百姓给拉下了,"５月２０日，委员会一致推荐４９岁的李国能出任<mark>香港特区终审法院</mark>首席法官，特区行政长官董建华对此决定表示欢迎。 
",陈炯明,甘肃敦煌宾馆,朱宏任,你,香港特区终审法院
16898,22095,39369,2248,10471,作为同级别最前沿的豪华运动型轿车，全新<mark>英菲尼迪Q50</mark>集智能、乐趣和感官体验于一身，完美迎合了“年轻心态高端消费者”的全方位需求,当晚，除了丰盛的自助餐，<mark>太湖国际社区</mark>还准备了丰富多彩的表演节目以及形式新颖的换礼品活动,网友楼主又在扯:<mark>烟台</mark>23路让舒马赫都汗颜，关于23路车有俩传说:一个是有一次23路车司机飙车的时候车轮起火了，另一个是刹车的时候，一个乘客把那根直的铁扶手拉弯了,<mark>大家</mark>认为，目前的『剧本荒』、上乘作品少是京剧发展面临的一大难题,<mark>何凌</mark>：在差异化营销方面，申蓉汽车根据消费者购买力不同，推出多种按揭购车方式,英菲尼迪Q50,太湖国际社区,烟台,大家,何凌
3748,6043,27777,18332,33747,西部城市商业化不如<mark>东部</mark>城市，电子商务成为人们购物消费的新途径，在西部地区，老年人“触网”的速度已经走在了全国前列,2012年8月13日，<mark>中国证监会</mark>核发《关于核准宁波康强电子股份有限公司非公开发行股票的批复》（证监许可[2012]1103号），核准公司非公开发行不超过5，700万股新股,<mark>副市长</mark>杨振义介绍说，唐山的“诀窍”是在严格控制新增非农建设用地的同时，将眼光放在盘活存量土地上，如城市、县城及农村利用效率低甚至闲置的土地，走内涵挖潜之路,"我是""用户yosxu82dwc""，我已经将名字改为""<mark>怀朴林箫hB6R54J</mark>""，请继续关注我哦~",这样，慢慢就会培养出孩子的兴趣，让他慢慢忘记<mark>ipad</mark>给他来来的乐趣,东部,中国证监会,副市长,怀朴林箫hB6R54J,ipad
487,39338,35902,31974,2397,发行量前五位分别为：交通银行85款，占比15.07%；中国银行62款，占比10.99%；民生银行(600016，股吧)48款，占比8.51%；工商银行33款，占比5.85%；<mark>建设银行</mark>33款，占比5.85%,尾灯的造型也比<mark>Dart</mark>更为传统，舍弃了一些个性，总是希望被更多的人接受,在那个公务车仍然占据市场主流的年代，这样的产品布局可谓中规中矩，<mark>别克</mark>品牌被国内消费者所认识，也是从这两款高端商务车型开始的,截至目前，上述协议控制模式几乎完全规避了现有<mark>商务部</mark>、发改委及证监会的相关审批,<mark>安徽县医院</mark>招标结果验证我们对大输液行业价格判断:玻瓶、塑瓶价格维稳略升，软袋有压力，直立式软袋放量,建设银行,Dart,别克,商务部,安徽县医院
17720,9746,18296,35422,4031,1997年10月8日，中华路有一位近70岁的师傅到民政局找政治处副主任打听事项，当时正好不在，并不主管该工作的<mark>副科长</mark>赶忙上前热情接待,尊重别人，头一点是别把别人都想得那么坏，冒犯了我就是存心欺负我，我向他道歉他一定会瞧不起<mark>我</mark>;尊重自己，首先就是意识到自己是个懂得做人基本准则、能理解人体谅人的人,保定市(5人和1个群体)：张要红男，2000年10月生，<mark>保定市曲阳县孝墓乡南青阳贯小学</mark>学生,她接着介绍，大三巴是澳门最具代表性的名胜古迹，为1580年竣工的<mark>圣保禄大教堂</mark>的前壁，雕刻精细，巍峨壮观,去年，有位儿童患骨癌，媒体在<mark>渤海国际</mark>特别发起了一次募捐晚会，当时他在现场感受到了人的爱心和正能量,副科长,我,保定市曲阳县孝墓乡南青阳贯小学,圣保禄大教堂,渤海国际
3745,15853,27441,31472,27859,(责任编辑：<mark>sanying</mark>),在<mark>朝鲜</mark>战争和越南战争期间，女兵大多作为医务和后勤人员在战场上服务,此外，为获得更出色的操控表现，<mark>RS6</mark>车身高度相比普通版车型降低了20毫米，运动悬架提供自定义调节模式，让驾驶更加充满个性化,北京时间1月6日，国青队队长、去年从<mark>中甲延边队</mark>转会至沈阳沈北队的延边籍球员金敬道就在微博上对母队向转会球员索要培养费的行为吐槽,"他为<mark>泰</mark>中关系也同样作出了巨大贡献。 
",sanying,朝鲜,RS6,中甲延边队,泰